id,version,date,business_line,products,plan_id,plant_cedis,address,country,group,latittude,longitude,articles,units,unit cost,income,admin_costs,production_costs
1277,Actual,2018.Feb,Breakfast and cereal,Pancakes,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"30,400",£2.67,"-£95,608","£14,605","£66,654"
1278,Actual,2018.Feb,Breakfast and cereal,Pancakes,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"10,000",£2.91,"-£29,509","£9,307","£19,776"
1279,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"64,400",£1.98,"-£172,231","£36,777","£90,756"
1280,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"70,300",£1.99,"-£188,573","£34,324","£105,590"
1281,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"35,600",£1.98,"-£86,072","£28,736","£41,783"
1282,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"42,200",£1.95,"-£88,781","£33,544","£48,776"
1283,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"61,900",£1.87,"-£146,197","£20,018","£95,760"
1284,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"23,900",£1.79,"-£50,778","£17,262","£25,532"
1285,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"397,300",£0.47,"-£273,520","£34,545","£152,228"
1286,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"339,800",£0.43,"-£198,432","£40,233","£105,898"
1287,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"276,000",£0.32,"-£87,080","£40,446","£47,894"
1288,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"118,300",£0.47,"-£67,046","£22,925","£32,690"
1289,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"226,800",£0.47,"-£146,311","£29,151","£77,490"
1290,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"117,400",£0.34,"-£44,646","£11,974","£27,951"
1291,Actual,2018.Feb,Frozen foods,Italian meatballs,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"61,900",£2.34,"-£195,863","£29,918","£115,049"
1292,Actual,2018.Feb,Frozen foods,Italian meatballs,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"28,300",£2.92,"-£122,259","£20,171","£62,392"
1293,Actual,2018.Feb,Frozen foods,Italian meatballs,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"25,500",£2.20,"-£69,832","£19,194","£36,911"
1294,Actual,2018.Feb,Frozen foods,Italian meatballs,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"21,200",£2.49,"-£63,651","£21,007","£31,864"
1295,Actual,2018.Feb,Frozen foods,Italian meatballs,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"34,500",£2.17,"-£88,212","£14,242","£60,656"
1296,Actual,2018.Feb,Frozen foods,Italian meatballs,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"18,500",£2.45,"-£50,072","£14,494","£30,769"
1297,Actual,2018.Feb,Frozen foods,Brocoli soup,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"52,500",£2.83,"-£243,810","£28,285","£120,438"
1298,Actual,2018.Feb,Frozen foods,Brocoli soup,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"41,800",£2.21,"-£127,260","£19,710","£72,465"
1299,Actual,2018.Feb,Frozen foods,Brocoli soup,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"22,100",£2.86,"-£73,927","£31,214","£32,060"
1300,Actual,2018.Feb,Frozen foods,Brocoli soup,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"22,100",£2.69,"-£78,449","£18,053","£41,314"
1301,Actual,2018.Feb,Frozen foods,Brocoli soup,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"31,700",£2.44,"-£90,027","£14,252","£63,138"
1302,Actual,2018.Feb,Frozen foods,Brocoli soup,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"12,600",£2.84,"-£33,440","£10,113","£25,723"
1303,Actual,2018.Feb,Beverages,Soda,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"67,400",£1.89,"-£189,558","£34,364","£93,040"
1304,Actual,2018.Feb,Beverages,Soda,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"73,100",£1.88,"-£198,750","£38,698","£98,854"
1305,Actual,2018.Feb,Beverages,Soda,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"41,800",£1.61,"-£76,888","£31,550","£35,756"
1306,Actual,2018.Feb,Beverages,Soda,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"26,800",£1.69,"-£50,120","£18,529","£26,775"
1307,Actual,2018.Feb,Beverages,Soda,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"64,500",£1.56,"-£122,887","£27,225","£73,432"
1308,Actual,2018.Feb,Beverages,Soda,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"17,400",£1.78,"-£36,094","£9,210","£21,752"
1309,Actual,2018.Feb,Beverages,Water,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"105,000",£1.76,"-£274,473","£53,832","£130,999"
1310,Actual,2018.Feb,Beverages,Water,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"36,600",£2.32,"-£126,482","£16,035","£68,973"
1311,Actual,2018.Feb,Beverages,Water,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"25,300",£1.88,"-£59,136","£17,547","£30,114"
1312,Actual,2018.Feb,Beverages,Water,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"21,000",£1.99,"-£52,276","£16,191","£25,543"
1313,Actual,2018.Feb,Beverages,Water,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"42,200",£1.97,"-£115,441","£20,059","£63,138"
1314,Actual,2018.Feb,Beverages,Water,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"11,000",£2.38,"-£29,874","£9,962","£16,228"
1315,Actual,2018.Feb,Beverages,Coffee,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"175,800",£1.07,"-£291,346","£40,860","£147,274"
1316,Actual,2018.Feb,Beverages,Coffee,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"157,100",£1.01,"-£193,289","£43,252","£115,508"
1317,Actual,2018.Feb,Beverages,Coffee,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"48,100",£1.32,"-£76,510","£26,602","£36,918"
1318,Actual,2018.Feb,Beverages,Coffee,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"57,600",£1.10,"-£80,269","£21,658","£41,713"
1319,Actual,2018.Feb,Beverages,Coffee,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"67,200",£1.17,"-£104,050","£22,024","£56,624"
1320,Actual,2018.Feb,Beverages,Coffee,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"45,700",£1.05,"-£47,779","£15,514","£32,552"
1321,Actual,2018.Feb,Beverages,Tea,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"215,100",£0.73,"-£211,059","£40,768","£116,320"
1322,Actual,2018.Feb,Beverages,Tea,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"245,100",£0.65,"-£201,211","£27,506","£131,841"
1323,Actual,2018.Feb,Beverages,Tea,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"64,600",£0.73,"-£56,602","£21,798","£25,368"
1324,Actual,2018.Feb,Beverages,Tea,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"80,900",£0.89,"-£78,547","£29,029","£42,994"
1325,Actual,2018.Feb,Beverages,Tea,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"118,200",£0.92,"-£129,918","£30,864","£77,918"
1326,Actual,2018.Feb,Beverages,Tea,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"59,500",£0.65,"-£42,159","£13,372","£25,326"
1327,Actual,2018.Feb,Snacks,Chips,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"57,000",£2.18,"-£176,925","£31,406","£92,878"
1328,Actual,2018.Feb,Snacks,Chips,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"68,900",£2.13,"-£201,306","£36,127","£110,759"
1329,Actual,2018.Feb,Snacks,Chips,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"29,400",£2.36,"-£80,941","£29,240","£40,222"
1330,Actual,2018.Feb,Snacks,Chips,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"20,000",£2.31,"-£54,096","£16,086","£30,142"
1331,Actual,2018.Feb,Snacks,Chips,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"42,300",£1.87,"-£106,482","£20,532","£58,615"
1332,Actual,2018.Feb,Snacks,Chips,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"24,800",£1.98,"-£46,309","£15,325","£33,697"
1333,Actual,2018.Feb,Snacks,Cookies,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"93,800",£1.87,"-£290,961","£45,195","£130,236"
1334,Actual,2018.Feb,Snacks,Cookies,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"62,300",£1.53,"-£141,897","£19,110","£76,348"
1335,Actual,2018.Feb,Snacks,Cookies,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"25,300",£1.84,"-£49,931","£19,563","£27,062"
1336,Actual,2018.Feb,Snacks,Cookies,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"47,300",£1.62,"-£83,013","£31,038","£45,745"
1337,Actual,2018.Feb,Snacks,Cookies,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"39,400",£1.90,"-£99,237","£19,685","£55,238"
1338,Actual,2018.Feb,Snacks,Cookies,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"32,300",£1.58,"-£52,432","£15,733","£35,305"
1339,Actual,2018.Feb,Snacks,Crackers,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"72,800",£2.27,"-£240,724","£42,583","£122,688"
1340,Actual,2018.Feb,Snacks,Crackers,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"43,500",£2.23,"-£119,035","£26,904","£70,104"
1341,Actual,2018.Feb,Snacks,Crackers,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"23,800",£2.27,"-£56,049","£26,502","£27,629"
1342,Actual,2018.Feb,Snacks,Crackers,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"24,600",£2.36,"-£67,648","£17,402","£40,614"
1343,Actual,2018.Feb,Snacks,Crackers,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"56,700",£2.14,"-£145,908","£21,933","£99,577"
1344,Actual,2018.Feb,Snacks,Crackers,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"16,100",£2.62,"-£39,912","£15,733","£26,394"
1345,Actual,2018.Mar,Dairy,Cheese,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"76,700",£2.28,"-£199,710","£26,230","£148,818"
1346,Actual,2018.Mar,Dairy,Cheese,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"41,000",£2.27,"-£114,616","£23,141","£69,740"
1347,Actual,2018.Mar,Dairy,Cheese,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"29,000",£2.26,"-£57,941","£23,937","£41,628"
1348,Actual,2018.Mar,Dairy,Cheese,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"30,400",£2.28,"-£65,260","£23,458","£45,933"
1349,Actual,2018.Mar,Dairy,Cheese,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"52,100",£2.39,"-£125,130","£31,420","£93,237"
1350,Actual,2018.Mar,Dairy,Cheese,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"30,300",£1.72,"-£45,060","£14,613","£37,570"
1351,Actual,2018.Mar,Dairy,Butter and margarine,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"64,200",£2.78,"-£219,884","£35,968","£142,573"
1352,Actual,2018.Mar,Dairy,Butter and margarine,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"46,500",£2.53,"-£133,664","£23,412","£94,412"
1353,Actual,2018.Mar,Dairy,Butter and margarine,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"28,000",£2.65,"-£72,072","£30,474","£43,836"
1354,Actual,2018.Mar,Dairy,Butter and margarine,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"15,700",£2.88,"-£47,508","£14,501","£30,669"
1355,Actual,2018.Mar,Dairy,Butter and margarine,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"56,300",£2.27,"-£147,267","£27,761","£100,245"
1356,Actual,2018.Mar,Dairy,Butter and margarine,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"14,900",£2.46,"-£31,195","£10,377","£26,316"
1357,Actual,2018.Mar,Breakfast and cereal,Cereal,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"76,600",£2.20,"-£221,423","£26,095","£142,573"
1358,Actual,2018.Mar,Breakfast and cereal,Cereal,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"52,100",£2.34,"-£137,305","£17,822","£104,144"
1359,Actual,2018.Mar,Breakfast and cereal,Cereal,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"39,900",£1.94,"-£75,146","£25,404","£52,111"
1360,Actual,2018.Mar,Breakfast and cereal,Cereal,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"29,700",£1.83,"-£50,726","£16,165","£38,048"
1361,Actual,2018.Mar,Breakfast and cereal,Cereal,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"61,400",£2.17,"-£151,689","£20,666","£112,741"
1362,Actual,2018.Mar,Breakfast and cereal,Cereal,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"22,600",£2.45,"-£48,277","£14,761","£40,708"
1363,Actual,2018.Mar,Breakfast and cereal,Granola,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"69,800",£2.07,"-£194,761","£35,766","£108,829"
1364,Actual,2018.Mar,Breakfast and cereal,Granola,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"69,100",£1.80,"-£163,398","£27,355","£97,092"
1365,Actual,2018.Mar,Breakfast and cereal,Granola,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"27,800",£1.62,"-£49,517","£16,723","£28,376"
1366,Actual,2018.Mar,Breakfast and cereal,Granola,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"40,000",£1.66,"-£79,391","£24,791","£41,730"
1367,Actual,2018.Mar,Breakfast and cereal,Granola,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"51,200",£1.68,"-£102,655","£16,604","£69,441"
1368,Actual,2018.Mar,Breakfast and cereal,Granola,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"18,800",£1.87,"-£35,895","£10,299","£24,944"
1369,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"62,600",£2.13,"-£161,044","£27,124","£106,344"
1370,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"46,100",£2.97,"-£149,895","£23,801","£113,204"
1371,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"31,000",£2.47,"-£78,728","£31,425","£45,271"
1372,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"24,200",£2.49,"-£66,378","£17,043","£43,141"
1373,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"34,100",£2.95,"-£117,361","£21,190","£79,507"
1374,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"12,100",£2.76,"-£28,278","£10,576","£22,845"
1375,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"97,500",£1.96,"-£265,734","£44,647","£146,616"
1376,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"76,000",£1.56,"-£134,281","£26,294","£92,295"
1377,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"34,700",£1.77,"-£59,026","£20,872","£40,716"
1378,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"29,700",£2.12,"-£66,293","£21,807","£41,160"
1379,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"74,800",£1.91,"-£145,828","£34,097","£108,878"
1380,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"28,900",£1.89,"-£45,501","£14,055","£40,647"
1381,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"380,500",£0.46,"-£251,749","£36,574","£138,489"
1382,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"449,700",£0.33,"-£164,385","£28,953","£119,462"
1383,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"201,800",£0.44,"-£81,230","£28,984","£59,833"
1384,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"108,400",£0.47,"-£51,837","£15,496","£35,497"
1385,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"289,200",£0.34,"-£115,385","£20,760","£77,569"
1386,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"66,900",£0.46,"-£29,167","£7,308","£23,479"
1387,Actual,2018.Mar,Frozen foods,Italian meatballs,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"54,900",£2.42,"-£180,946","£26,517","£106,383"
1388,Actual,2018.Mar,Frozen foods,Italian meatballs,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"74,000",£2.16,"-£175,487","£32,041","£127,807"
1389,Actual,2018.Mar,Frozen foods,Italian meatballs,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"20,400",£2.87,"-£51,961","£23,930","£34,561"
1390,Actual,2018.Mar,Frozen foods,Italian meatballs,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"28,100",£2.35,"-£69,966","£26,026","£40,138"
1391,Actual,2018.Mar,Frozen foods,Italian meatballs,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"48,400",£2.01,"-£107,172","£23,249","£74,186"
1392,Actual,2018.Mar,Frozen foods,Italian meatballs,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"11,300",£2.73,"-£28,598","£9,110","£21,754"
1393,Actual,2018.Mar,Frozen foods,Brocoli soup,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"57,600",£2.85,"-£214,390","£38,851","£125,487"
1394,Actual,2018.Mar,Frozen foods,Brocoli soup,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"58,800",£2.83,"-£185,907","£29,888","£136,694"
1395,Actual,2018.Mar,Frozen foods,Brocoli soup,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"21,800",£2.85,"-£64,122","£21,403","£40,754"
1396,Actual,2018.Mar,Frozen foods,Brocoli soup,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"20,000",£2.86,"-£56,563","£18,544","£38,703"
1397,Actual,2018.Mar,Frozen foods,Brocoli soup,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"44,300",£2.11,"-£115,549","£24,579","£68,964"
1398,Actual,2018.Mar,Frozen foods,Brocoli soup,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"12,000",£2.40,"-£28,130","£9,991","£18,840"
1399,Actual,2018.Mar,Beverages,Soda,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"124,000",£1.44,"-£229,150","£29,280","£149,344"
1400,Actual,2018.Mar,Beverages,Soda,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"59,300",£1.93,"-£142,228","£16,953","£97,682"
1401,Actual,2018.Mar,Beverages,Soda,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"38,300",£1.90,"-£79,898","£29,101","£43,711"
1402,Actual,2018.Mar,Beverages,Soda,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"28,600",£1.76,"-£48,048","£20,403","£30,061"
1403,Actual,2018.Mar,Beverages,Soda,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"62,400",£1.63,"-£109,850","£16,407","£85,460"
1404,Actual,2018.Mar,Beverages,Soda,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"26,200",£2.04,"-£48,082","£16,687","£36,687"
1405,Actual,2018.Mar,Beverages,Water,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"59,700",£2.38,"-£162,685","£21,916","£120,333"
1406,Actual,2018.Mar,Beverages,Water,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"65,400",£2.10,"-£151,988","£32,700","£104,828"
1407,Actual,2018.Mar,Beverages,Water,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"18,500",£2.56,"-£45,883","£19,000","£28,407"
1408,Actual,2018.Mar,Beverages,Water,CO04,CEDIS | Chihuahua,WA7 1PJ,México,CEDIS,-106.089,28.635,1,"25,800",£1.86,"-£48,945","£16,425","£31,652"
1409,Actual,2018.Mar,Beverages,Water,CO05,Plant | Juárez - Jarudo,NR5 9JA,México,Plant,-106.44333,30.373333,1,"45,000",£2.47,"-£119,491","£27,432","£83,916"
1410,Actual,2018.Mar,Beverages,Water,CO06,Plant | Juárez - Zaragoza,BH15 2AS,México,Plant,-106.274333,30.422333,1,"18,300",£2.56,"-£46,753","£15,728","£31,184"
1411,Actual,2018.Mar,Beverages,Coffee,CO01,CEDIS  | Ciudad Juárez,RM13 9YY,México,CEDIS,-106.48333,31.73333,1,"124,600",£1.07,"-£158,727","£24,343","£109,030"
1412,Actual,2018.Mar,Beverages,Coffee,CO02,CEDIS  | Samalayuca ,FK11 7ES,México,CEDIS,-106.48,31.342,1,"155,600",£1.13,"-£190,389","£42,445","£133,394"
1413,Actual,2018.Mar,Beverages,Coffee,CO03,CEDIS  | Chihuahua,HG3 2NN,México,CEDIS,-106.069099,28.632996,1,"53,300",£1.32,"-£61,886","£22,167","£48,204"
